"id","title","description","link","image_link","price","sale_price","category","availability","group_id","group_leader","attributes"
"w90","Sequin Midi Skirt","All-over sequin midi skirt with an elasticated waist. The ultimate party piece.","http://localhost:8080/product/detail.html?id=w90","https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=400&h=500&fit=crop&q=80","185.00","","Clothing > Women","in stock","w90","true","color=Green/size=XL/gender=Women"
"w91","Bermuda Shorts","Tailored Bermuda shorts in cotton-linen blend. Pressed crease with belt loops.","http://localhost:8080/product/detail.html?id=w91","https://images.unsplash.com/photo-1485968579580-b6d095142e6e?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Women","in stock","w91","true","color=Black/size=XS/gender=Women"
"w92","Silk Palazzo Pants","Flowing palazzo pants in washed silk. Ultra-wide leg with an elasticated waist.","http://localhost:8080/product/detail.html?id=w92","https://images.unsplash.com/photo-1496747611176-843222e1e57c?w=400&h=500&fit=crop&q=80","215.00","","Clothing > Women","in stock","w92","true","color=White/size=S/gender=Women"
"w93","Corduroy Trousers","Wide-wale corduroy trousers with a high waist. Vintage-inspired straight leg.","http://localhost:8080/product/detail.html?id=w93","https://images.unsplash.com/photo-1469334031218-e382a71b716b?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Women","in stock","w93","true","color=Navy/size=M/gender=Women"
"w94","Pleated Wool Trousers","Front-pleated trousers in flannel wool. Relaxed through the hip with a tapered leg.","http://localhost:8080/product/detail.html?id=w94","https://images.unsplash.com/photo-1554568218-0f1715e72254?w=400&h=500&fit=crop&q=80","175.00","","Clothing > Women","in stock","w94","true","color=Beige/size=L/gender=Women"
"w95","Denim Mini Skirt","Classic denim mini skirt with raw edges. Five-pocket styling in medium wash.","http://localhost:8080/product/detail.html?id=w95","https://images.unsplash.com/photo-1529139574466-a303027c1d8b?w=400&h=500&fit=crop&q=80","75.00","","Clothing > Women","in stock","w95","true","color=Brown/size=XL/gender=Women"
"w96","Track Pants","Elevated track pants in technical jersey. Side stripe detail with an elasticated waist.","http://localhost:8080/product/detail.html?id=w96","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Women","in stock","w96","true","color=Grey/size=XS/gender=Women"
"w97","Paper Bag Waist Trousers","Gathered paper-bag waist trousers in cotton twill. Self-tie belt with tapered legs.","http://localhost:8080/product/detail.html?id=w97","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Women","in stock","w97","true","color=Camel/size=S/gender=Women"
"w98","Leather Shorts","Tailored shorts in butter-soft nappa leather. High waist with front pleats.","http://localhost:8080/product/detail.html?id=w98","https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=400&h=500&fit=crop&q=80","195.00","","Clothing > Women","in stock","w98","true","color=Ivory/size=M/gender=Women"
"w99","Silk Slip Skirt","Bias-cut silk charmeuse slip skirt. Elasticated waist with a fluid midi length.","http://localhost:8080/product/detail.html?id=w99","https://images.unsplash.com/photo-1485968579580-b6d095142e6e?w=400&h=500&fit=crop&q=80","135.00","","Clothing > Women","in stock","w99","true","color=Red/size=L/gender=Women"
"w100","Jogger Pants","Premium cotton-blend joggers with ribbed cuffs. Elevated casual for weekends.","http://localhost:8080/product/detail.html?id=w100","https://images.unsplash.com/photo-1496747611176-843222e1e57c?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Women","in stock","w100","true","color=Green/size=XL/gender=Women"
"w101","Tailored Coat","Double-breasted coat in wool-cashmere blend. Structured shoulders and a flattering silhouette.","http://localhost:8080/product/detail.html?id=w101","https://images.unsplash.com/photo-1469334031218-e382a71b716b?w=400&h=500&fit=crop&q=80","395.00","","Clothing > Women","in stock","w101","true","color=Black/size=XS/gender=Women"
"w102","Trench Coat","Classic double-breasted trench in water-resistant cotton gabardine. Storm flap and epaulettes.","http://localhost:8080/product/detail.html?id=w102","https://images.unsplash.com/photo-1554568218-0f1715e72254?w=400&h=500&fit=crop&q=80","345.00","","Clothing > Women","in stock","w102","true","color=White/size=S/gender=Women"
"w103","Leather Biker Jacket","Cropped biker jacket in lambskin leather. Asymmetric zip with quilted lining.","http://localhost:8080/product/detail.html?id=w103","https://images.unsplash.com/photo-1529139574466-a303027c1d8b?w=400&h=500&fit=crop&q=80","385.00","","Clothing > Women","in stock","w103","true","color=Navy/size=M/gender=Women"
"w104","Linen Blazer","Relaxed-fit blazer in stonewashed linen. Single-button closure and patch pockets.","http://localhost:8080/product/detail.html?id=w104","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","245.00","","Clothing > Women","in stock","w104","true","color=Beige/size=L/gender=Women"
"w105","Wool Cape","Dramatic wool cape with arm slits. Oversized collar and toggle closure.","http://localhost:8080/product/detail.html?id=w105","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=400&h=500&fit=crop&q=80","275.00","","Clothing > Women","in stock","w105","true","color=Brown/size=XL/gender=Women"
"w106","Puffer Jacket","Lightweight down puffer jacket with a high collar. Packable design for travel.","http://localhost:8080/product/detail.html?id=w106","https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=400&h=500&fit=crop&q=80","225.00","","Clothing > Women","in stock","w106","true","color=Grey/size=XS/gender=Women"
"w107","Suede Jacket","Cropped jacket in butter-soft goat suede. Snap-front closure with side pockets.","http://localhost:8080/product/detail.html?id=w107","https://images.unsplash.com/photo-1485968579580-b6d095142e6e?w=400&h=500&fit=crop&q=80","315.00","","Clothing > Women","in stock","w107","true","color=Camel/size=S/gender=Women"
"w108","Denim Jacket","Classic denim trucker jacket in rigid selvedge. Vintage-inspired with brass buttons.","http://localhost:8080/product/detail.html?id=w108","https://images.unsplash.com/photo-1496747611176-843222e1e57c?w=400&h=500&fit=crop&q=80","145.00","","Clothing > Women","in stock","w108","true","color=Ivory/size=M/gender=Women"
"w109","Bouclé Jacket","Collarless bouclé jacket with fringe trim. Gold-tone buttons and patch pockets.","http://localhost:8080/product/detail.html?id=w109","https://images.unsplash.com/photo-1469334031218-e382a71b716b?w=400&h=500&fit=crop&q=80","285.00","","Clothing > Women","in stock","w109","true","color=Red/size=L/gender=Women"
"w110","Rain Coat","Hooded rain coat in coated cotton. A-line silhouette with hidden snap closure.","http://localhost:8080/product/detail.html?id=w110","https://images.unsplash.com/photo-1554568218-0f1715e72254?w=400&h=500&fit=crop&q=80","195.00","","Clothing > Women","in stock","w110","true","color=Green/size=XL/gender=Women"
"w111","Shearling Coat","Genuine shearling coat with a shawl collar. Warm, luxurious, and effortlessly cool.","http://localhost:8080/product/detail.html?id=w111","https://images.unsplash.com/photo-1529139574466-a303027c1d8b?w=400&h=500&fit=crop&q=80","485.00","","Clothing > Women","in stock","w111","true","color=Black/size=XS/gender=Women"
"w112","Quilted Jacket","Diamond-quilted jacket with corduroy collar. Lightweight insulation for between-season days.","http://localhost:8080/product/detail.html?id=w112","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","175.00","","Clothing > Women","in stock","w112","true","color=White/size=S/gender=Women"
"w113","Velvet Blazer","Slim-fit blazer in cotton velvet. Peak lapels and satin-lined sleeves.","http://localhost:8080/product/detail.html?id=w113","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=400&h=500&fit=crop&q=80","225.00","","Clothing > Women","in stock","w113","true","color=Navy/size=M/gender=Women"
"w114","Cocoon Coat","Oversized cocoon-shape coat in double-face wool. Dropped shoulders with hidden buttons.","http://localhost:8080/product/detail.html?id=w114","https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=400&h=500&fit=crop&q=80","355.00","","Clothing > Women","in stock","w114","true","color=Beige/size=L/gender=Women"
"w115","Cropped Bomber Jacket","Cropped satin bomber with ribbed trim. Zip front with side slit pockets.","http://localhost:8080/product/detail.html?id=w115","https://images.unsplash.com/photo-1485968579580-b6d095142e6e?w=400&h=500&fit=crop&q=80","165.00","","Clothing > Women","in stock","w115","true","color=Brown/size=XL/gender=Women"
"w116","Tweed Blazer","Single-breasted tweed blazer in a heritage check. Elbow patches and horn buttons.","http://localhost:8080/product/detail.html?id=w116","https://images.unsplash.com/photo-1496747611176-843222e1e57c?w=400&h=500&fit=crop&q=80","265.00","","Clothing > Women","in stock","w116","true","color=Grey/size=XS/gender=Women"
"w117","Parka","Hooded parka with faux-fur trim. Water-resistant shell with a warm padded lining.","http://localhost:8080/product/detail.html?id=w117","https://images.unsplash.com/photo-1469334031218-e382a71b716b?w=400&h=500&fit=crop&q=80","275.00","","Clothing > Women","in stock","w117","true","color=Camel/size=S/gender=Women"
"w118","Cape Coat","Elegant cape coat in double-face cashmere-blend. Single-button closure at the neck.","http://localhost:8080/product/detail.html?id=w118","https://images.unsplash.com/photo-1554568218-0f1715e72254?w=400&h=500&fit=crop&q=80","325.00","","Clothing > Women","in stock","w118","true","color=Ivory/size=M/gender=Women"
"w119","Oversized Blazer","Borrowed-from-the-boys oversized blazer. Relaxed fit in herringbone wool.","http://localhost:8080/product/detail.html?id=w119","https://images.unsplash.com/photo-1529139574466-a303027c1d8b?w=400&h=500&fit=crop&q=80","215.00","","Clothing > Women","in stock","w119","true","color=Red/size=L/gender=Women"
"w120","Faux Fur Coat","Luxurious faux-fur coat with a shawl collar. Fully lined with hook-and-eye closure.","http://localhost:8080/product/detail.html?id=w120","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","285.00","","Clothing > Women","in stock","w120","true","color=Green/size=XL/gender=Women"
"w121","Utility Jacket","Cotton canvas utility jacket with multiple pockets. Drawstring waist for shape.","http://localhost:8080/product/detail.html?id=w121","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=400&h=500&fit=crop&q=80","155.00","","Clothing > Women","in stock","w121","true","color=Black/size=XS/gender=Women"
"w122","Longline Vest","Sleeveless longline vest in crepe. Open front with a tie belt at the waist.","http://localhost:8080/product/detail.html?id=w122","https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=400&h=500&fit=crop&q=80","135.00","","Clothing > Women","in stock","w122","true","color=White/size=S/gender=Women"
"w123","Leather Trench Coat","Full-length trench coat in butter-soft leather. Belted waist with a dramatic silhouette.","http://localhost:8080/product/detail.html?id=w123","https://images.unsplash.com/photo-1485968579580-b6d095142e6e?w=400&h=500&fit=crop&q=80","495.00","","Clothing > Women","in stock","w123","true","color=Navy/size=M/gender=Women"
"w124","Cropped Denim Jacket","Boxy cropped denim jacket in light wash. Raw edges and oversized pockets.","http://localhost:8080/product/detail.html?id=w124","https://images.unsplash.com/photo-1496747611176-843222e1e57c?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Women","in stock","w124","true","color=Beige/size=L/gender=Women"
"w125","Knit Blazer","Soft-structured blazer in Milano knit. The comfort of knitwear with blazer polish.","http://localhost:8080/product/detail.html?id=w125","https://images.unsplash.com/photo-1469334031218-e382a71b716b?w=400&h=500&fit=crop&q=80","175.00","","Clothing > Women","in stock","w125","true","color=Brown/size=XL/gender=Women"
"w126","Varsity Jacket","Wool-blend varsity jacket with leather sleeves. Snap-front closure with ribbed trim.","http://localhost:8080/product/detail.html?id=w126","https://images.unsplash.com/photo-1554568218-0f1715e72254?w=400&h=500&fit=crop&q=80","165.00","","Clothing > Women","in stock","w126","true","color=Grey/size=XS/gender=Women"
"w127","Teddy Coat","Cozy teddy-fleece coat with a notched collar. Oversized pockets and a single-button front.","http://localhost:8080/product/detail.html?id=w127","https://images.unsplash.com/photo-1529139574466-a303027c1d8b?w=400&h=500&fit=crop&q=80","235.00","","Clothing > Women","in stock","w127","true","color=Camel/size=S/gender=Women"
"w128","Hooded Wool Coat","Minimalist hooded coat in pressed wool. Clean lines with hidden zip closure.","http://localhost:8080/product/detail.html?id=w128","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","315.00","","Clothing > Women","in stock","w128","true","color=Ivory/size=M/gender=Women"
"w129","Military Jacket","Structured military jacket with brass buttons. Epaulettes and a cinched waist.","http://localhost:8080/product/detail.html?id=w129","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=400&h=500&fit=crop&q=80","185.00","","Clothing > Women","in stock","w129","true","color=Red/size=L/gender=Women"
"w130","Double-Breasted Blazer","Sharp double-breasted blazer in pinstripe wool. Gold-tone buttons with a nipped waist.","http://localhost:8080/product/detail.html?id=w130","https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=400&h=500&fit=crop&q=80","245.00","","Clothing > Women","in stock","w130","true","color=Green/size=XL/gender=Women"
"w131","Knit Cardigan","Oversized chunky-rib cardigan with patch pockets. The season's most versatile layer.","http://localhost:8080/product/detail.html?id=w131","https://images.unsplash.com/photo-1485968579580-b6d095142e6e?w=400&h=500&fit=crop&q=80","175.00","","Clothing > Women","in stock","w131","true","color=Black/size=XS/gender=Women"
"w132","Cable Knit Sweater","Heritage cable-knit sweater in merino wool. Crew neck with ribbed cuffs.","http://localhost:8080/product/detail.html?id=w132","https://images.unsplash.com/photo-1496747611176-843222e1e57c?w=400&h=500&fit=crop&q=80","165.00","","Clothing > Women","in stock","w132","true","color=White/size=S/gender=Women"
"w133","Cashmere Hoodie","Relaxed cashmere hoodie with kangaroo pocket. Luxury meets comfort.","http://localhost:8080/product/detail.html?id=w133","https://images.unsplash.com/photo-1469334031218-e382a71b716b?w=400&h=500&fit=crop&q=80","245.00","","Clothing > Women","in stock","w133","true","color=Navy/size=M/gender=Women"
